StudentId,SchoolId,StudentSpecialId,StundentName,ParentName,Address,City,ContactNumber,ClasssNumber,ClassId,DivisionId,BusId,TripNo,FilePath,TimeStamp,StudentGuid,IsActive,ParentId,State,Gender,BloodGroup,ParentEmail,PostalCode,DOB,Aadhaar,BioNumber
26,19,STJJ7,f,f,f,f,45,2,12,32,7,2,/Media/Student/Profile/16b13aef-a307-4330-ae37-7fc3f6394ce7.jpeg,2017-06-20 06:53:34.587,D0CD8269-7015-4FE9-839D-D7B91E63B20C,1,4,fh,,NULL,srishti@test.com,695582,NULL,NULL,NULL
27,19,ST8R24,f,f,f,f,45,2,12,32,7,2,/Media/Student/Profile/81eac1d2-5238-4f25-b108-383d6971aa32.jpeg,2017-06-20 06:55:27.547,B50FC41A-4244-44AF-B07C-8173F4E42DB3,1,NULL,fh,,NULL,srishti@test.com,695582,NULL,NULL,NULL
28,19,STDX1,y,t,t,f,5,2,12,32,7,2,/Media/Student/Profile/234cc5a1-43e7-4f85-817b-c6dccc779b94.jpeg,2017-06-20 06:57:46.417,DF944F4D-331F-427A-AA57-06485F2A632D,0,3,f,,NULL,srishti@test.com,695582,NULL,NULL,NULL
29,19,STCE24,g,f,r,f,4566,2,12,32,25,2,/Media/Student/Profile/778a3338-a931-4d8b-8dde-8ecbe4d44c82.jpeg,2017-06-21 08:46:09.943,74AE621B-D138-4DA0-B8E2-91481C328EC3,0,NULL,f,,NULL,srishti@test.com,695582,NULL,NULL,NULL
30,19,ST2C17,g,f,d,d,456,2,12,32,30,2,/Media/Student/Profile/f5eb7d2d-9045-4412-81fb-e7886491a86e.jpeg,2017-06-21 09:41:16.027,333657A1-38F3-46B5-80AB-EB3BA9B83668,0,NULL,t,,NULL,srishti@test.com,695582,NULL,NULL,NULL
31,19,STXV19,d,d,d,d,56,2,12,32,26,2,/Media/Student/Profile/00207eee-8da6-41f3-81a1-9dc551c49109.jpeg,2017-06-21 09:56:33.090,F524FCE7-EEC3-43F0-A4D8-61FF5C9D96BF,0,10,d,,NULL,srishti@test.com,695582,NULL,NULL,NULL
32,19,STYN50,Lovely,Darly,darling,tvm,55677,2,12,32,22,2,/Media/Student/Profile/ddab2f51-12f7-45bb-9bc4-5cb165acec6e.jpeg,2017-06-22 05:52:48.467,C795D694-3874-499B-A250-31CDB9D149AA,1,13,kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10030,19,STDU33,rrt,t,g,t,5556,2,13,23,31,2,/Media/Student/Profile/0be60c11-83da-4b2f-b92f-0c49b023a127.jpeg,2017-06-26 12:07:50.153,EB9BBF0D-5C8A-41DC-84ED-DB78AF0A0EC1,1,NULL,g,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10031,19,STU852,h,t,g,t,33,2,13,23,31,2,/Media/Student/Profile/c5ef4bc0-f310-4b11-9f14-6b186015e7a6.jpeg,2017-06-26 12:11:45.697,3959F1BE-DA20-4B4B-B10E-A82D0F6A756E,1,NULL,g,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10032,19,STNC3,t,f,t,f,58,2,12,32,26,2,/Media/Student/Profile/1d934d53-f6b3-4f79-b78a-be09b29d5838.jpeg,2017-06-26 12:45:06.477,52C03B50-71F1-4D7B-B555-681BB612A37E,1,18,f,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10033,19,STPH88,g,f,r,f,33,5,12,32,31,2,/Media/Student/Profile/7553d3db-0b12-4f37-81f8-6f107bc231d9.jpeg,2017-06-27 04:10:35.707,7BF15C34-E135-405B-991B-1DD690F5F9A5,0,NULL,v,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10034,19,ST9J60,f,g,g,g,26,1,13,23,31,2,/Media/Student/Profile/b45b5520-2cd3-4f21-af79-7db56014743c.jpeg,2017-06-27 04:27:58.347,A0C45213-4772-4075-8902-12EFBC1DDE51,1,NULL,b,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10035,19,STBZ79,Bindya,Babu,Pathanamthitta,Chuttipparra,55,4,12,32,26,2,/Media/Student/Profile/88222d79-9b29-4712-9cff-d7381042fc2c.jpeg,2017-07-21 14:00:26.780,DAF32908-62B2-41FB-A504-56F02B3A20B2,1,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10036,19,STKD67,f,f,f,f,58,4,12,32,27,2,/Media/Student/Profile/721dc246-eeb7-4def-a536-fac6133adda1.jpeg,2017-06-27 04:39:32.517,C2FE4BF2-D33E-4DCD-B67E-2E7368B54132,1,NULL,v,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10037,19,STBJ66,d,e,r,c,22,7,13,23,22,2,/Media/Student/Profile/f31f976d-3aed-418e-9c34-6706fbe5e5f2.jpeg,2017-06-27 04:58:46.977,32AFA0B7-4973-4D6E-910D-EE9FAFC48F67,1,NULL,f,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10038,19,ST6172,e,d,d,d,122,1,12,32,28,2,/Media/Student/Profile/a213ebc6-8026-4671-81ed-c733e2bd3f49.jpeg,2017-06-27 07:42:04.793,621BF262-F8D1-4422-A165-E755BE47E052,1,NULL,f,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10039,19,STLO25,r,r,r,r,569,11,12,32,27,2,/Media/Student/Profile/a7eba19c-625c-465f-b2d3-7d04893d23b3.jpeg,2017-06-27 07:49:13.947,C877A35C-B5A9-42DD-A455-A8F9F7873924,0,NULL,v,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10040,10031,ST5I72,Nimmy,Sam,menamkulm,Trivandum,9632541258,2,18,35,37,2,/Media/Student/Profile/f97468e5-a2e8-4086-ad09-5528dcc256f6.jpeg,2017-07-03 06:53:01.987,A3B98D96-5446-4C76-970E-B2E5BCE2DF62,1,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10041,10031,ST3880,Manu,Prasd,chakka,Trivandrum,9640823145,2,18,35,37,2,/Media/Student/Profile/f996eb78-d72d-4990-978f-a4f047695792.jpeg,2017-07-03 06:54:49.500,795A4A0B-C168-48A3-B3C2-8A71F075B40C,1,7,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10042,10036,STPG53,Riya,John,"A-7,Rajasree Domiciles",Thiruvananthapuram,9446152880,1,19,36,38,2,/Media/Student/Profile/683c7e2b-5f86-4253-b14a-4b8476441e2a.jpeg,2017-07-05 06:47:28.190,1B732CB1-AEE4-4F05-A2C9-A8962F9299B4,1,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10043,10036,STHD9,Shreya,Sebin,"Sweet home,P.J Homes",Sreekaryam,9447242550,1,19,36,38,2,/Media/Student/Profile/cd1cf132-95af-4fba-9ed5-08d1f74e35ac.jpeg,2017-07-05 06:49:26.720,48423AA2-0803-4670-88F1-A1A840ACC597,1,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10044,10036,STD745,t,t,5,t,655,1,19,36,38,2,/Media/Student/Profile/5e38e617-9955-4f7e-9f16-e9738649d9ea.jpeg,2017-07-05 06:50:42.207,BCED00EF-A088-4F88-9F4C-094D175BFF95,0,NULL,h,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10052,19,ST3V31,Paul,QWERWQER,asdfdghfjhk,Thiruvalla,87878787,NULL,12,32,27,NULL,/Media/Student/Profile/a7db2478-f374-482e-a340-3e3f2366ee7a.jpeg,2017-07-05 17:51:16.250,8E284768-6672-4605-9561-A3D68C6A52A3,1,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10053,19,STXR41,Alex,QWERWQER,asdfdghfjhk,Thiruvalla,87878787,NULL,12,32,30,1,/Media/Student/Profile/25da4196-6f42-4573-a62d-cbd0bf71f72b.jpeg,2017-07-21 10:00:27.660,AC51104F-4494-4855-8F34-2669DBC4A69A,1,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10055,10039,STQW76,Alan,Ajeev,"A-7,Rajasree Domiciles",Thiruvananthapuram,947147178,1,24,44,44,2,/Media/Student/Profile/02dfc721-0e77-43d4-ab6d-2c2a347d9a51.jpeg,2017-07-06 04:16:02.447,860370CD-8F8D-4DA3-8618-8752ADA6DE61,0,13,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10056,10039,STTI60,Riya,Thomas,"PJ Homes,Kariyam",Thiruvananthapuram,9563214789,1,24,44,44,2,/Media/Student/Profile/79aa9218-8fcd-4d8f-a8d9-851ec9d4515c.jpeg,2017-07-06 04:17:33.533,91AB7284-53FE-4E02-8B02-E703538833A9,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10057,19,STZ369,joy,QWERWQER,wdawdwdw,Thiruvalla,87878787,NULL,21,40,19,NULL,NULL,2017-07-06 12:14:02.450,092A84E5-4418-4B9C-8BFC-D051C3AF2931,1,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10058,10039,STQ270,Joy,oar,my address,my city,974567841,1,27,53,44,2,/Media/Student/Profile/5697fb0c-bdbb-46e1-9380-3fe4216a5547.jpeg,2017-07-06 06:47:24.283,0B648540-F17B-4F8E-A724-A2BF964034CE,0,NULL,my state,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10059,19,STZJ71,dsdwdq,QWERWQER,wdwqd,Thiruvalla,87878787,NULL,23,42,19,NULL,NULL,2017-07-06 13:29:10.333,1808C004-1631-4920-82A3-138C2E0B3607,1,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10064,19,STGW20,Paul,QWERWQER,sadsad,tvm,87878787,NULL,20,39,1,NULL,NULL,2017-07-07 16:01:02.533,A2E1E0FC-87E2-49B2-996B-C5A420D4C682,1,NULL,kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10065,10039,ST2C59,Jose,peter,A-7,Thiruvananthapuram,963852741,1,24,49,45,2,/Media/Student/Profile/32e2f3df-19d9-44dd-9079-7569df477547.jpeg,2017-07-10 11:18:27.517,3C9B0DC9-12F4-4972-AE34-8DB7B09FC45B,1,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10066,10039,STFY57,devi,raj,sree,Thiruvananthapuram,9638527410,1,24,44,44,2,/Media/Student/Profile/79f0665b-cbcc-494c-9325-f1edecffbf83.jpeg,2017-07-10 11:23:30.920,9A1941A4-6498-43C4-947B-9E9E9F45F590,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10067,10039,STWZ80,Test Student 2,Parent Test,Address Test,City State,645654564,21,24,44,49,1,NULL,2017-07-12 10:13:58.730,07FA601A-A885-48DA-AC4E-CED7A3BA8AF5,0,NULL,State Test,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10068,10039,STYE32,Test Student 2,Parent Test,Address Test,City State,645654564,NULL,24,44,49,1,NULL,2017-07-12 10:14:25.843,A86F6CBF-5842-4A98-82E6-1D2BD8AC6A35,0,NULL,State Test,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10069,10039,STB796,g,f,f,f,5,2,24,44,49,1,/Media/Student/Profile/e87eff13-dc53-47d0-8023-c7ec8ab90ae5.jpeg,2017-07-12 10:25:30.510,8083BCC0-0F3C-46BF-8C13-D16DFE5159F0,0,NULL,r,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10070,10039,STWV43,Jeevan,Ajeev,Addwaidam,Thiruvananthapuram,965588899,2,24,44,52,1,/Media/Student/Profile/8f280f17-341a-4cda-b8dd-1d66b2d80b15.jpeg,2017-07-13 10:36:43.813,B43C74F8-1C33-4501-905E-218CCA70B437,0,13,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10071,10039,ST8Z95,Geetha,Vv,Cv,Thiruvananthapuram,9680547123,2,24,44,49,1,/Media/Student/Profile/e46c8b32-87a5-40df-8351-9fd34dd105ca.jpeg,2017-07-13 10:39:08.160,F704D521-12AC-4809-AF62-EE47CC927A1F,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10072,10039,STBC62,C,C,G,G,9,2,25,47,54,1,/Media/Student/Profile/f49a8c70-dd13-42ab-aac8-9b64a24c561d.jpeg,2017-07-13 10:40:42.527,2139FB4A-CEF9-4A6C-9D8C-D21D983508CC,0,NULL,g,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10073,10039,ST7828,C,C,Cht,C,999,2,26,50,52,1,/Media/Student/Profile/52e65513-8a0a-4f1a-9e04-c671331cb11f.jpeg,2017-07-13 10:46:47.377,F2943E2B-16E0-43A8-8D07-21C69AEB713F,0,NULL,v,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10074,10039,STJK26,teena,devasy,kingdom,Thiruvananthapuram,9632488,2,24,44,49,1,/Media/Student/Profile/0ef7d14a-0356-4b00-a98a-d92a40b5e5aa.jpeg,2017-07-13 12:27:18.947,B0CC1C4B-928D-46BB-B1B8-6D225C5F06B1,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10075,19,STA889,Test Student 2,Parent Test,Address Test,City State,645654564,21,4,1,26,2,NULL,2017-07-13 12:46:01.693,6AD88082-BE09-45E5-B8E6-2687A6E4106E,1,NULL,State Test,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10076,10039,ST4S24,g,r,f,g,5,2,24,44,49,1,/Media/Student/Profile/5534dd68-94f5-4a8c-8170-19aec58102a4.jpeg,2017-07-13 12:49:17.553,29498519-2DA0-4B13-9976-D8E987690146,0,NULL,t,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10077,10039,ST8T53,peter,thomad,peter house,Thiruvananthapuram,9608745321,2,26,50,49,1,/Media/Student/Profile/60322bcc-b083-4e14-b67f-b831cb997fc6.jpeg,2017-07-17 04:45:51.143,A8A68AAF-296E-4696-B45E-B2C9A9A9E96B,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10078,10039,STR598,y,f,f,r,88,2,24,45,52,1,/Media/Student/Profile/0d3d19d6-d7cf-4eb2-9370-08c30518942e.jpeg,2017-07-17 05:18:48.383,1211C11F-D15B-4964-B0D2-B3792F56AEE0,0,NULL,f,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10079,10050,STI725,Test,TestParent,Test,TestSchool,343546567,NULL,44,82,9,NULL,NULL,2017-07-17 12:13:46.080,49687D0F-7900-4BED-A520-3BF8090BD77A,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10080,10039,STU926,Jihn,prasad,Trivandrm,Trivandrum,9874563214,2,45,83,61,1,/Media/Student/Profile/33a97d89-b50e-4174-8bc0-e3098cd91d39.jpeg,2017-07-17 07:11:43.820,A3C481EE-5391-40BF-B66A-8E2BAD208EDA,0,13,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10081,10039,15623,Archana,Parent Test,Address Test,City State,645654564,4,45,83,61,1,NULL,2017-07-19 05:40:37.893,7DD0EF3B-F804-4DF2-B8FF-25AD5F72D328,0,NULL,State Test,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10082,10039,789562,Archana,Parent Test,Address Test,City State,645654564,4,45,83,61,1,NULL,2017-07-19 05:44:47.897,152386B4-B68B-421E-8356-5A7AE91A713A,0,NULL,State Test,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10083,10039,7895629,Archana,Parent Test,Address Test,City State,645654564,4,45,83,61,1,NULL,2017-07-19 08:30:35.143,D9F4DD41-D1AA-4C4A-9B0A-45589F6E0477,0,NULL,State Test,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10084,10039,432,aalia,ajee v,adwaidam,Thiruvananthapuram,8574960321,2,24,44,61,1,/Media/Student/Profile/2b4dc4dd-8a6d-405b-852a-0608c0e2d3ed.jpeg,2017-07-19 08:48:03.293,31235470-F6FE-4FD6-A939-AAE448D7F769,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10085,10052,STAX1,Shinu Paul Alex,Alex Paul,Thhiruvalla..,TVm,9746491230,NULL,46,86,9,NULL,NULL,2017-10-25 17:25:46.997,3636B427-8092-49C4-A37E-0EBA3A633DE5,1,NULL,Kerala,,O+,srishti@test.com,695582,NULL,NULL,NULL
10086,10052,STYB67,Archanaa K V,Venugopal,Kottayam,TVm,9746491230,NULL,47,87,9,NULL,NULL,2018-02-01 23:26:27.140,1EBF0626-ED8D-4CA3-ADB7-E5C75DABC099,1,NULL,Kerala,M,NULL,srishti@test.com,695582,NULL,NULL,NULL
10087,10039,MGM5C21,Sam Peter,Peter,Kottyam,Kottyam,6423587408,2,45,90,64,2,/Media/Student/Profile/b3c3bc6b-0218-49d3-9560-9360808f9d34.jpeg,2017-07-21 06:30:24.947,90A60B40-24D1-4C24-8CBA-9ECC3D97824F,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10088,10039,g,f,b,dg,Kottayam,755688,2,26,51,64,1,/Media/Student/Profile/26b42060-3e15-4f80-9fc2-606eb26d7a26.jpeg,2017-07-21 07:13:58.650,80F486C2-7608-48D7-B333-88E56EDC2727,0,13,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10089,10039,Afg,Gitu,Ajeev,Ajeeev,Thiruvananthapuram,96385274189,2,26,52,49,1,/Media/Student/Profile/9458c912-a816-492c-8b76-1ed415233d9f.jpeg,2017-07-24 06:14:24.943,A3C707DB-40BF-4DDD-9E79-C23EBFE9A2CA,0,13,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10090,10039,St99,Fahed,Ajeev,Xf,Thiruvananthapuram,985698966,2,49,93,49,1,/Media/Student/Profile/5542dd43-8c6b-4378-97e9-624e7fb36866.jpeg,2017-07-24 06:50:39.477,0A4DD6AA-1D45-42C5-BDC2-F8E32BF5FD5E,0,13,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10091,10039,ad1001,manu,madhavan,adc,Ernakulam,123456,2,26,44,61,1,/Media/Student/Profile/4eac6cd9-52db-43df-b608-e5e2eea8fd06.jpeg,2017-07-25 04:32:37.863,4146DA22-F1AE-47D8-A805-5CB9CB641351,1,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10092,10039,ad1003,gokul,Madhavan,madhavam,Thiruvananthapuram,8536357,2,26,51,60,2,/Media/Student/Profile/8ddbefbd-d061-452a-9926-7c797804d380.jpeg,2017-07-25 06:09:32.497,1D4234E0-92EE-493F-8173-D7FBE4E76E9A,1,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10093,10039,ad10002,Manu,Madhavam,madhavam,Thiruvananthapuram,786325888,2,26,50,63,3,/Media/Student/Profile/ce9b43cb-706c-4cdb-aed0-9d8a32e6b7f8.jpeg,2017-07-25 06:11:03.603,C2A59B45-8BA4-4F52-AACD-ED5BE673482F,0,NULL,Kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10094,10039,rr,g,f,fff,thiruvananthapuram,85662,2,24,44,64,1,/Media/Student/Profile/458664cc-028f-4818-a95d-e0d2685143b6.jpeg,2017-07-25 06:29:08.817,67D1A99D-0FF5-4A35-BDD5-F3F7CCC38C86,0,NULL,kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10095,19,STKG28,AKHIL C N,SFSDFDSF,NULL,tvm,NULL,NULL,23,94,9,NULL,NULL,2017-08-03 00:59:56.207,C48E4697-9B17-4F10-B2B7-5D65B6A4239A,1,NULL,kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10096,19,STDH9,Class ten,hjgj,NULL,tvm,NULL,NULL,22,95,9,NULL,NULL,2017-07-25 21:35:59.557,E2ED66FE-3E95-4141-9858-1921F56AD5B3,0,NULL,kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
10097,19,ST0B29,jhjgh,hjgkjh,NULL,tvm,NULL,NULL,22,41,9,NULL,NULL,2017-07-25 21:37:01.127,9B179834-218E-465B-AC32-2B02D64F0404,1,NULL,kerala,,NULL,srishti@test.com,695582,NULL,NULL,NULL
